FileName,MapType,DominantLargeStart,HeightLayerOffset,DimensionPairs,CandidateRank,Width,Height,PairOffset,DataStart,Format,BytesPerValue,MeanNeighborDiff,UniqueSampleValues,ContinuityScore
war_chapter9.s2m,warcampaign,14725,5852212,1024x256@5852260,7,1024,256,5852260,5852292,u8,1,53.220903,256,39.1559
war_chapter9.s2m,warcampaign,14725,5852212,1024x256@5852260,8,1024,256,5852260,5852296,u8,1,53.361959,256,39.1100
Whitebear.s2m,kingmaker,12795,5628014,1024x256@5628110,1,1024,256,5628110,5628150,u8,1,28.772669,256,49.2276
Whitebear.s2m,kingmaker,12795,5628014,1024x256@5628110,2,1024,256,5628110,5628146,u8,1,29.800504,256,48.6984
Whitebear.s2m,kingmaker,12795,5628014,1024x256@5628110,3,1024,256,5628110,5628142,u8,1,30.678611,256,48.2555
Whitebear.s2m,kingmaker,12795,5628014,1024x256@5628110,4,1024,256,5628110,5628138,u8,1,31.608360,256,47.7953
Whitebear.s2m,kingmaker,12795,5628014,1024x256@5628110,5,1024,256,5628110,5628134,u8,1,32.339598,256,47.4397
Whitebear.s2m,kingmaker,12795,5628014,1024x256@5628110,6,1024,256,5628110,5628130,u8,1,33.030850,256,47.1084
Whitebear.s2m,kingmaker,12795,5628014,1024x256@5628110,7,1024,256,5628110,5628126,u8,1,33.691468,256,46.7962
Whitebear.s2m,kingmaker,12795,5628014,1024x256@5628110,8,1024,256,5628110,5628118,u8,1,34.219334,256,46.5497
World_Europe.s2m,kingmaker,16245,5382714,1024x256@5383210,1,1024,256,5383210,5383250,u8,1,27.220934,5,22.1084
World_Europe.s2m,kingmaker,16245,5382714,1024x256@5383210,2,1024,256,5383210,5383246,u8,1,28.167815,5,21.8814
World_Europe.s2m,kingmaker,16245,5382714,1024x256@5383210,3,1024,256,5383210,5383242,u8,1,29.088706,5,21.6650
World_Europe.s2m,kingmaker,16245,5382714,1024x256@5383210,4,1024,256,5383210,5383238,u8,1,29.991511,5,21.4570
World_Europe.s2m,kingmaker,16245,5382714,1024x256@5383210,5,1024,256,5383210,5383234,u8,1,30.858206,5,21.2610
World_Europe.s2m,kingmaker,16245,5382714,1024x256@5383210,6,1024,256,5383210,5383230,u8,1,31.712721,5,21.0713
World_Europe.s2m,kingmaker,16245,5382714,1024x256@5383210,7,1024,256,5383210,5383226,u8,1,32.555180,5,20.8875
World_Europe.s2m,kingmaker,16245,5382714,1024x256@5383210,8,1024,256,5383210,5383222,u8,1,33.397576,5,20.7069
World_Korea.s2m,kingmaker,12634,5374319,1024x256@5374399,1,1024,256,5374399,5374407,u8,1,49.468535,5,17.7753
World_Korea.s2m,kingmaker,12634,5374319,1024x256@5374399,2,1024,256,5374399,5374411,u8,1,49.479331,5,17.7736
World_Korea.s2m,kingmaker,12634,5374319,1024x256@5374399,3,1024,256,5374399,5374415,u8,1,49.479331,5,17.7736
World_Korea.s2m,kingmaker,12634,5374319,1024x256@5374399,4,1024,256,5374399,5374419,u8,1,49.479331,5,17.7736
World_Korea.s2m,kingmaker,12634,5374319,1024x256@5374399,5,1024,256,5374399,5374423,u8,1,49.479331,5,17.7736
World_Korea.s2m,kingmaker,12634,5374319,1024x256@5374399,6,1024,256,5374399,5374427,u8,1,49.479331,5,17.7736
World_Korea.s2m,kingmaker,12634,5374319,1024x256@5374399,7,1024,256,5374399,5374431,u8,1,49.479331,5,17.7736
World_Korea.s2m,kingmaker,12634,5374319,1024x256@5374399,8,1024,256,5374399,5374435,u8,1,49.479331,5,17.7736
