FileName,MapType,DominantLargeStart,RegionIndex,Start,EndExclusive,Length,Label,Confidence,AnchorTokens,TopTokens,DimensionPairs
Kill Barclay.s2m,warcampaign,13742,13,5677056,6103040,425984,grid-or-terrain,71,,,256x256:4
Kill Barclay.s2m,warcampaign,13742,14,6103040,6402048,299008,entities-and-systems,70,,DangerLayer|DesirabilityLayer|EstateLayer|HeightLayer|MEG6KE|TEghIE|UEYPUE|ZEn4rE,
Kill Barclay.s2m,warcampaign,13742,15,6402048,6967296,565248,mixed-unknown,47,,MEG6KE|PUEYPUE|TEghIE|UEYPUE|jSE8|pKE8|rVEC|AKIXA,
Kill Barclay.s2m,warcampaign,13742,16,6967296,7282688,315392,mixed-unknown,47,,PUE7jUE|PUENeVE|ElP0E|EmSFE|PUEWQUE|PUEvVUE|XEsHtE|AKIXA,
Kill Barclay.s2m,warcampaign,13742,17,7282688,7544832,262144,mixed-unknown,47,,FffbFffbFffbFefbF|BUEDOUE|DNRHD|DNRHDX|DeFrD9X|EJaSE|EYiKE|EnqbE,
Kill Barclay.s2m,warcampaign,13742,18,7544832,8105984,561152,mixed-unknown,38,,EdFtE|EdJ3E|EsqHE|DdJ3E|DsqHE|EsqHE5,
Kill Barclay.s2m,warcampaign,13742,19,8105984,9412608,1306624,mixed-unknown,35,,OSFp,
Kill Barclay.s2m,warcampaign,13742,20,9412608,9707520,294912,binary-opaque,35,,,
Kill Barclay.s2m,warcampaign,13742,21,9707520,9973760,266240,grid-or-terrain,74,,LinkageLayer|LogicLayer,1024x1024:200|256x256:72|512x512:63
Kill Barclay.s2m,warcampaign,13742,22,9973760,10498048,524288,entities-and-systems,65,,ProximityLayer,
Kill Barclay.s2m,warcampaign,13742,23,10498048,10630171,132123,entities-and-systems,83,,Action|ActorAssetsl|BuildingAssetsk|CG2SDE|Clusteru|E0k8H|E2o8H|E4A8H,115x116:182|107x107:30|108x108:30|118x116:20|117x117:19|408x100:19
Lookout Mountain.s2m,freebuild,17821,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,A0C6U|A1B6A|ADBgCT|AE3C|ATbnB|ATfTA|AUO8|AVtMA,
Lookout Mountain.s2m,freebuild,17821,1,266240,786432,520192,binary-opaque,35,,,
Lookout Mountain.s2m,freebuild,17821,2,786432,1187840,401408,binary-opaque,41,,,513x257:5|514x515:5|256x257:4|512x769:4|513x512:4|513x768:4
Lookout Mountain.s2m,freebuild,17821,3,1187840,1454080,266240,grid-or-terrain,74,,,512x1024:4|512x512:4|771x771:4|256x256:3
Lookout Mountain.s2m,freebuild,17821,4,1454080,1843200,389120,binary-opaque,35,,,
Lookout Mountain.s2m,freebuild,17821,5,1843200,2105344,262144,binary-opaque,35,,,
Lookout Mountain.s2m,freebuild,17821,6,2105344,4300800,2195456,entities-and-systems,72,,ActorHandler|ActorMgr|BuildingHandler|BuildingMgr|Campaign|ElementMgr|EnvironmentalSound|FlyHandler,
Lookout Mountain.s2m,freebuild,17821,7,4300800,4685824,385024,entities-and-systems,77,,C33s|Cfff|aC33s|Bfff|KC33s|QC33s|QCfff|sCfff,
Lookout Mountain.s2m,freebuild,17821,8,4685824,4984832,299008,mixed-unknown,47,,AAAA|ABBA|ABCCBA|AAAAA|AABA|AAAAAA|ABBBBA|ABBBA,
Lookout Mountain.s2m,freebuild,17821,9,4984832,5292032,307200,binary-opaque,35,,,
Lookout Mountain.s2m,freebuild,17821,10,5292032,5558272,266240,entities-and-systems,77,,A2_AB|A88SA|AFNYD|AVE6CT|BTxbA|BtG3Bs6|BxsRC|CCLlDv,
Lookout Mountain.s2m,freebuild,17821,11,5558272,6410240,851968,mixed-unknown,47,,D9ETD|E4S3E|EWfME|EXmtE|EZESE|EdjJE|EpezE|BcQAB,
Lookout Mountain.s2m,freebuild,17821,12,6410240,6795264,385024,mixed-unknown,47,,Dm2eD|EIu4E|APBy|B40eA|BVx3B|CeiDC|DPWUD|EDDTE,
Lookout Mountain.s2m,freebuild,17821,13,6795264,8896512,2101248,binary-opaque,35,,,
Lookout Mountain.s2m,freebuild,17821,14,8896512,9170944,274432,grid-or-terrain,73,,LinkageLayer|LogicLayer,2048x2048:3081|1024x1024:220
Lookout Mountain.s2m,freebuild,17821,15,9170944,9695232,524288,entities-and-systems,65,,ProximityLayer,
Lookout Mountain.s2m,freebuild,17821,16,9695232,9728946,33714,entities-and-systems,70,,ACt7H|AOV8H|ActorAssets|BuildingAssets|EgbzH|Emitter|Q3CA|SearchLayer,
Mountain Hideaway.s2m,freebuild,19428,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,E8uqEaO3E|AYDUBa|AZEq2|AaDs4|ArNoBQ|BQR9A|BRsbC|BdrpC,
Mountain Hideaway.s2m,freebuild,19428,1,266240,786432,520192,binary-opaque,35,,,
Mountain Hideaway.s2m,freebuild,19428,2,786432,1277952,491520,binary-opaque,40,,,512x1024:4|258x514:3|512x769:3|513x257:3|513x770:3
Mountain Hideaway.s2m,freebuild,19428,3,1277952,1675264,397312,binary-opaque,35,,,
Mountain Hideaway.s2m,freebuild,19428,4,1675264,1937408,262144,grid-or-terrain,71,,,255x255:65015
Mountain Hideaway.s2m,freebuild,19428,5,1937408,2100760,163352,grid-or-terrain,76,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,255x255:519|256x256:14|1024x1024:3
Mountain Hideaway.s2m,freebuild,19428,6,2100760,4132864,2032104,environment-fx,80,FX_ENVIRONMENT_,FX_ENVIRONMENT_WINDLIGHT|FX_ENVIRONMENT_INSECTS|ActorMgr|BuildingHandler|BuildingMgr|ElementMgr|FX_ENVIRONMENT_MARSH|FlyMgr,
Mountain Hideaway.s2m,freebuild,19428,7,4132864,4431872,299008,grid-or-terrain,85,,Cfff|C33s|B33s|A33s|AC33s|Actor|ActorGroup|Afff,768x768:48|512x1024:16|512x512:15
Mountain Hideaway.s2m,freebuild,19428,8,4431872,4890624,458752,mixed-unknown,40,,ChannelLayer2|ClaimLayer2,257x128:6|128x257:4|258x256:4|128x256:3
Mountain Hideaway.s2m,freebuild,19428,9,4890624,5283840,393216,mixed-unknown,36,,ConnectionLayer2|ContextLayer2,
Mountain Hideaway.s2m,freebuild,19428,10,5283840,5607424,323584,mixed-unknown,47,,AEsqCE|AhVPA|Al36A|AvETwkE|BYDUB|BZDf|BdrpC_|BrNoB0,
Mountain Hideaway.s2m,freebuild,19428,11,5607424,6787072,1179648,mixed-unknown,47,,WOEJ|E433E|EU07E|EXajE|EaPvE|EcpYE|EiLSE|C4zmD,
Mountain Hideaway.s2m,freebuild,19428,12,6787072,8888320,2101248,binary-opaque,35,,,
Mountain Hideaway.s2m,freebuild,19428,13,8888320,9150464,262144,grid-or-terrain,77,,LinkageLayer2|LogicLayer2,512x512:739|128x128:279|32x32:131|544x544:33|512x128:19|32x544:16
Mountain Hideaway.s2m,freebuild,19428,14,9150464,9674752,524288,mixed-unknown,35,,ProximityLayer2,
Mountain Hideaway.s2m,freebuild,19428,15,9674752,9705954,31202,entities-and-systems,71,,Action|ActorAssetsB|BuildingAssetsA|ClusterK|CrowClanD|DeerClanD|RabbitClanD|S2Clan,
peace_chapter1.s2m,peacecampaign,23730,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,Cj01D|EUUuE|PUEM|AEjCIE|ANB2|AUEjFUE|AUEn6UE|B2EN,
peace_chapter1.s2m,peacecampaign,23730,1,266240,786432,520192,binary-opaque,35,,,
peace_chapter1.s2m,peacecampaign,23730,2,786432,1277952,491520,binary-opaque,40,,,514x515:4|256x257:3|258x514:3|513x257:3|513x770:3
peace_chapter1.s2m,peacecampaign,23730,3,1277952,1675264,397312,binary-opaque,35,,,
peace_chapter1.s2m,peacecampaign,23730,4,1675264,1937408,262144,grid-or-terrain,71,,,255x255:63303
peace_chapter1.s2m,peacecampaign,23730,5,1937408,2100760,163352,grid-or-terrain,79,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,255x255:519|256x256:148|1024x1024:77|1024x512:73|512x256:48|1024x768:44
peace_chapter1.s2m,peacecampaign,23730,6,2100760,2588672,487912,environment-fx,84,FX_ENVIRONMENT_,FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_OCEAN|FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_INSECTS|FX_ENVIRONMENT_MARSH|FX_ENVIRONMENT_VILLAGELIFE|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_BIRDSPARSE,
peace_chapter1.s2m,peacecampaign,23730,7,2588672,3072000,483328,binary-opaque,35,,,
peace_chapter1.s2m,peacecampaign,23730,8,3072000,3588096,516096,mixed-unknown,36,,ZE3d|UE3d|UE4d,
peace_chapter1.s2m,peacecampaign,23730,9,3588096,4132864,544768,binary-opaque,35,,,
peace_chapter1.s2m,peacecampaign,23730,10,4132864,4476928,344064,grid-or-terrain,86,,Cfff|C33s|Bfff|B33s|Afff|GHX1C|A33s|BiDiPathfinder,768x768:48|512x1024:16|512x512:15|255x255:4
peace_chapter1.s2m,peacecampaign,23730,11,4476928,4804608,327680,grid-or-terrain,88,,uHg1|ADwE|Actor|ActorGroup|Animal|AppleFarm|AppleTree|Archer,256x256:58|61x42:40|512x512:38|768x1024:25|72x512:22|137x256:19
peace_chapter1.s2m,peacecampaign,23730,12,4804608,5263360,458752,mixed-unknown,47,,ABBA|AAAA|AAAAA|AAAAAA|ABBBA|ABCBA|ABCCBA|AAAAAAA,
peace_chapter1.s2m,peacecampaign,23730,13,5263360,5709824,446464,grid-or-terrain,72,,ConnectionLayeru|ContextLayeru,256x256:3
peace_chapter1.s2m,peacecampaign,23730,14,5709824,5980160,270336,mixed-unknown,47,,AhOUB|D4dTC|DangerLayeru|DesirabilityLayeru|E5c7E|EHkME|EKxsET|ERGzE,
peace_chapter1.s2m,peacecampaign,23730,15,5980160,6434816,454656,mixed-unknown,47,,AhOUB|E5c7E|EHkME|ERGzE|ZEeB|C4dTC|CrEvUqE|D4dTC,
peace_chapter1.s2m,peacecampaign,23730,16,6434816,6889472,454656,mixed-unknown,47,,PUEM|Exm9E|PUEk|CDR4D|D4FwD|De_FD|DvOVD|DxEXD,
peace_chapter1.s2m,peacecampaign,23730,17,6889472,7163904,274432,mixed-unknown,46,,EUUUE|E7OfE|ElQEE|CrEvUqE|E2pfE|EUUuE|EkmFE|Ev0nE,
peace_chapter1.s2m,peacecampaign,23730,18,7163904,7991296,827392,mixed-unknown,38,,ZE3d|C4dTC|KzEV|UE3d|UE4d|mE4d,
peace_chapter1.s2m,peacecampaign,23730,19,7991296,9314304,1323008,mixed-unknown,36,,C4dTC|GF23GF33GF43GF33GF23GF33GF33GF|GF33GF33GF33GF33GF33GF33GF33GF,
peace_chapter1.s2m,peacecampaign,23730,20,9314304,9580544,266240,grid-or-terrain,77,,LinkageLayeru|LogicLayeru,128x128:2590|256x256:2221|32x32:500|512x512:190|320x320:34|384x384:28
peace_chapter1.s2m,peacecampaign,23730,21,9580544,10104832,524288,mixed-unknown,35,,ProximityLayeru,
peace_chapter1.s2m,peacecampaign,23730,22,10104832,10366976,262144,entities-and-systems,77,,Gfv5|YODJ|AG33|ActorAssets|BDlO|BDlQ|BDlq|BG4S,145x144:6
peace_chapter1.s2m,peacecampaign,23730,23,10366976,10533942,166966,mixed-unknown,50,,qwZH|A2R8|D6CFH|Dv3FH|YH4S|Action|AqwZH|Cluster,152x153:21|149x150:5|154x153:5|145x144:3
River Don.s2m,kingmaker,12093,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,A7RVA|AE7B|AEUvUEK|AIE2|AOCal|An6k|B6YFA|BDcwB,
River Don.s2m,kingmaker,12093,1,266240,786432,520192,binary-opaque,35,,,
River Don.s2m,kingmaker,12093,2,786432,1187840,401408,binary-opaque,41,,,513x257:6|514x515:5|512x769:4|513x770:4|771x771:4|256x257:3
River Don.s2m,kingmaker,12093,3,1187840,1536000,348160,binary-opaque,36,,,771x512:4
River Don.s2m,kingmaker,12093,4,1536000,1843200,307200,binary-opaque,35,,,
River Don.s2m,kingmaker,12093,5,1843200,2105344,262144,binary-opaque,35,,,
River Don.s2m,kingmaker,12093,6,2105344,4300800,2195456,entities-and-systems,72,,ActorHandler|ActorMgr|BuildingHandler|BuildingMgr|Campaign|ElementMgr|EnvironmentalSound|FlyHandler,
River Don.s2m,kingmaker,12093,7,4300800,4567040,266240,entities-and-systems,77,,BiDiPathfinder|Camera|ClanMgr|EmitterMgr|Estate|Forest|HPhL|HTp6A,
River Don.s2m,kingmaker,12093,8,4567040,4829184,262144,mixed-unknown,52,,AAAA|ABBA|ABCDEFFFFFFFFFFFFFFFFFFFFEDCBA|ABCDCBA|ABBBA|AAAAA|AAAAAA|AAAAAAAA,63x256:13|768x1024:12|41x42:10|59x39:10|59x38:3
River Don.s2m,kingmaker,12093,9,4829184,5263360,434176,mixed-unknown,47,,AAAA|ABBA|AAAAAA|ABBBBA|AAAAA|ABCCBA|AAAAAAAAAA|ABCDEFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFEDCBA,
River Don.s2m,kingmaker,12093,10,5263360,5525504,262144,mixed-unknown,47,,AhDw|BEz7KE|BG9kC|BLv6B|BSKDB|Bbd8B|Bgf5D|CBF0C,
River Don.s2m,kingmaker,12093,11,5525504,5808128,282624,mixed-unknown,47,,EUUUE|DoOaD|ETfYE|EwAhE|CBF0C|CtB0C|DwX6D|EDQME,
River Don.s2m,kingmaker,12093,12,5808128,6205440,397312,mixed-unknown,47,,EUUUE|ClPrC|DUWoD|DedAD|EUA6E|EUUUEUUUE|EWS4E|EshJE,
River Don.s2m,kingmaker,12093,13,6205440,6643712,438272,mixed-unknown,47,,A7RVA|D7JzD|AgiDC|BCrXB|CV6qD|DUnmD|DV6qD|RrDjy,
River Don.s2m,kingmaker,12093,14,6643712,8867840,2224128,mixed-unknown,46,,DKVzD|DsIFD|GvC5|N0EG|SEYVeE|puEe|zXEG|AExE,
River Don.s2m,kingmaker,12093,15,8867840,9142272,274432,grid-or-terrain,77,,LinkageLayer7|LogicLayer7,128x128:5259|256x256:3033|512x512:445|32x32:94|320x320:42|64x64:36
River Don.s2m,kingmaker,12093,16,9142272,9666560,524288,grid-or-terrain,72,,ProximityLayer7,128x128:83|256x256:52
River Don.s2m,kingmaker,12093,17,9666560,9717256,50696,entities-and-systems,78,,Action|ActorAssetsG|BuildingAssetsF|ClaimLayer7|ClusterQ|DeerClanI|Emitter|RabbitClanI,468x113:30|70x70:30|71x71:30|408x100:27|81x81:26|79x80:25
Rocky Island.s2m,freebuild,8538,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,B4uwB|BfEd4SE|BgB_B|BkMrC|CBNhC|CHeGC|CPN0D|CUtjD,
Rocky Island.s2m,freebuild,8538,1,266240,786432,520192,binary-opaque,35,,,
Rocky Island.s2m,freebuild,8538,2,786432,1187840,401408,binary-opaque,41,,,513x257:6|256x257:4|259x257:4|259x513:4|512x514:4|514x514:4
Rocky Island.s2m,freebuild,8538,3,1187840,1515520,327680,binary-opaque,36,,,1024x512:4
Rocky Island.s2m,freebuild,8538,4,1515520,1843200,327680,binary-opaque,35,,,
Rocky Island.s2m,freebuild,8538,5,1843200,2105344,262144,binary-opaque,35,,,
Rocky Island.s2m,freebuild,8538,6,2105344,2268569,163225,entities-and-systems,68,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,
Rocky Island.s2m,freebuild,8538,7,2268569,4300800,2032231,environment-fx,81,FX_ENVIRONMENT_,FX_ENVIRONMENT_OCEAN|FX_ENVIRONMENT_BEACH|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_WINDLIGHT|ActorMgr|BuildingHandler|BuildingMgr|ElementMgr,
Rocky Island.s2m,freebuild,8538,8,4300800,4624384,323584,grid-or-terrain,88,,Cfff|C33s|B33s|Bfff|BxYu|A33s|cCfff|AC33s,768x768:48|512x1024:16|512x512:15|768x1024:4|46x42:3|59x44:3
Rocky Island.s2m,freebuild,8538,9,4624384,5091328,466944,mixed-unknown,47,,AAAA|ABBA|AAAAAA|AAAAA|AAAAAAA|AABBA|ABBBBBA|ABAA,
Rocky Island.s2m,freebuild,8538,10,5091328,5365760,274432,entities-and-systems,77,,B4uwB|BEWY|CBNhC|CllRD|CuA4D|DPN0Dg|DUtjD|DX0TD,
Rocky Island.s2m,freebuild,8538,11,5365760,5640192,274432,mixed-unknown,47,,CBNhC|AEkkCE|AEv8WE|BEz3ZE|CBPN|CEHp2E|CErx|CXG9C,
Rocky Island.s2m,freebuild,8538,12,5640192,5971968,331776,mixed-unknown,47,,B4uwB|CkMrC|DUtjD|ET7SE|Ejw9E|ElQ7E|EuHqE|BEWY,
Rocky Island.s2m,freebuild,8538,13,5971968,6418432,446464,mixed-unknown,47,,CdiiC|E6s6E|E9xzE|EDJyE|EH3aE|ERIxE|EUfaE|EpIeE,
Rocky Island.s2m,freebuild,8538,14,6418432,8695808,2277376,mixed-unknown,37,,PUELh|DDLAD|ZELh|xADDLAD,
Rocky Island.s2m,freebuild,8538,15,8695808,8957952,262144,grid-or-terrain,73,,LinkageLayer|LogicLayer,256x256:38|512x512:35
Rocky Island.s2m,freebuild,8538,16,8957952,9482240,524288,entities-and-systems,65,,ProximityLayer,
Rocky Island.s2m,freebuild,8538,17,9482240,9554853,72613,entities-and-systems,80,,Action|ActorAssetsL|BuildingAssetsK|C7XnH|ClusterW|Emitter|LSEj|RabbitClanN,75x75:31|468x113:30|76x76:30|408x100:29|83x82:21|81x82:17
Strong and Stable.s2m,kingmaker,22326,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,Bv0aC|AEB3C|B4qZC|B7pR|BAAD|BDTCED|BDusGE|BEfZ7E,
Strong and Stable.s2m,kingmaker,22326,1,266240,786432,520192,binary-opaque,35,,,
Strong and Stable.s2m,kingmaker,22326,2,786432,1187840,401408,grid-or-terrain,76,,,768x259:7|256x257:5|512x512:5|514x515:5|259x257:4|513x257:4
Strong and Stable.s2m,kingmaker,22326,3,1187840,1519616,331776,binary-opaque,35,,,
Strong and Stable.s2m,kingmaker,22326,4,1519616,1843200,323584,binary-opaque,35,,,
Strong and Stable.s2m,kingmaker,22326,5,1843200,2105344,262144,binary-opaque,35,,,
Strong and Stable.s2m,kingmaker,22326,6,2105344,2268691,163347,entities-and-systems,68,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,
Strong and Stable.s2m,kingmaker,22326,7,2268691,3084288,815597,environment-fx,83,FX_ENVIRONMENT_,FX_ENVIRONMENT_BROOK|FX_ENVIRONMENT_RIVER|FX_ENVIRONMENT_VILLAGELIFE|FX_ENVIRONMENT_INSECTS|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_MARSH|ActorMgr|BuildingHandler,
Strong and Stable.s2m,kingmaker,22326,8,3084288,4300800,1216512,binary-opaque,35,,,
Strong and Stable.s2m,kingmaker,22326,9,4300800,4562944,262144,grid-or-terrain,85,,EthhD|F4exE|FNYLD|FbtyE|G8TNE|GMoaD|GZcGD|GrzwE,768x768:45|512x512:17|512x1024:15
Strong and Stable.s2m,kingmaker,22326,10,4562944,4841472,278528,mixed-unknown,48,,ABBA|AAAA|ABCCBA|ABBBBA|AAAAAA|AAAAA|C33s|Cfff,768x1024:6
Strong and Stable.s2m,kingmaker,22326,11,4841472,5312512,471040,mixed-unknown,47,,ABBA|ABBBBA|AAAA|AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA|ABBBBBBBBBA|AAAAA|AAAAAA|AAAAAAA,
Strong and Stable.s2m,kingmaker,22326,12,5312512,5578752,266240,mixed-unknown,47,,A8UPB|AVmRB|BMAVBap|CBAAD|CV4vCu|Ch6gCU|D2JqD|D9WDDA,
Strong and Stable.s2m,kingmaker,22326,13,5578752,5890048,311296,mixed-unknown,47,,EEMjE|EHhgE|EjsSE|DIYoD|DsjmD|EGzQE|EGzQEg|EentE,
Strong and Stable.s2m,kingmaker,22326,14,5890048,6164480,274432,mixed-unknown,47,,CxwW|EKRuE|D37JD|DJdDD|DRx1D|Dl4zD|DliFC|DrRxD,
Strong and Stable.s2m,kingmaker,22326,15,6164480,6512640,348160,mixed-unknown,47,,DupvD|E_0oE|Bv0aC|ChvEC|Cm0yA|CxL9B|DKPRD|DU2LD,
Strong and Stable.s2m,kingmaker,22326,16,6512640,6815744,303104,mixed-unknown,47,,DbayD|E4XLE|ER7IE|EuyXE|CF6PC|Cc0UC|DANgD|DlgrD,
Strong and Stable.s2m,kingmaker,22326,17,6815744,7548928,733184,binary-opaque,35,,,
Strong and Stable.s2m,kingmaker,22326,18,7548928,8597504,1048576,binary-opaque,35,,,
Strong and Stable.s2m,kingmaker,22326,19,8597504,8916992,319488,binary-opaque,35,,,
Strong and Stable.s2m,kingmaker,22326,20,8916992,9191424,274432,grid-or-terrain,73,,LinkageLayerA|LogicLayerA,1024x1024:54|32x32:14
Strong and Stable.s2m,kingmaker,22326,21,9191424,9715712,524288,mixed-unknown,35,,ProximityLayerA,
Strong and Stable.s2m,kingmaker,22326,22,9715712,9759709,43997,entities-and-systems,80,,Action|ActorAssetsQ|BuildingAssetsP|Cluster|CrowClanS|DeerClanS|Emitter|M33A,92x93:9|94x94:4|255x256:3|89x90:3|91x90:3
The Four Woods.s2m,kingmaker,9142,0,0,266240,266240,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,nE2r|A6Eh|AE8QBE|BdEyG|CEFtCE|CzkPC|DSWKEt5|DXL9Em,
The Four Woods.s2m,kingmaker,9142,1,266240,790528,524288,binary-opaque,35,,,
The Four Woods.s2m,kingmaker,9142,2,790528,1282048,491520,binary-opaque,36,,,768x513:3
The Four Woods.s2m,kingmaker,9142,3,1282048,1679360,397312,binary-opaque,35,,,
The Four Woods.s2m,kingmaker,9142,4,1679360,1941504,262144,binary-opaque,35,,,
The Four Woods.s2m,kingmaker,9142,5,1941504,2102906,161402,entities-and-systems,68,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,
The Four Woods.s2m,kingmaker,9142,6,2102906,4132864,2029958,environment-fx,80,FX_ENVIRONMENT_,FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_MARSH|FX_ENVIRONMENT_VILLAGELIFE|FX_ENVIRONMENT_WINDHEAVY|ActorMgr|BuildingHandler|BuildingMgr|ElementMgr,
The Four Woods.s2m,kingmaker,9142,7,4132864,4395008,262144,grid-or-terrain,85,,BiDiPathfinder|Camera|ClanMgr|EmitterMgr|Estate|Forest|NaturalStone|Pathfinder,768x768:45|512x512:16|512x1024:15|51x255:5|43x255:4|46x255:4
The Four Woods.s2m,kingmaker,9142,8,4395008,4665344,270336,entities-and-systems,80,,Hz4OE|PGBpTE|Actor|ActorGroup|Animal|AutoPlacement0|Bridges|BuildingLayer5,63x256:4|768x512:4|49x42:3|768x1024:3
The Four Woods.s2m,kingmaker,9142,9,4665344,5058560,393216,mixed-unknown,35,,ClaimLayer5,
The Four Woods.s2m,kingmaker,9142,10,5058560,5468160,409600,mixed-unknown,36,,ConnectionLayer5|ContextLayer5,
The Four Woods.s2m,kingmaker,9142,11,5468160,5738496,270336,mixed-unknown,47,,f0Er3|OElxkE|DangerLayer5|DesirabilityLayer5|E23FE|E2LTE|E9yUEP|EHSjE,
The Four Woods.s2m,kingmaker,9142,12,5738496,6017024,278528,mixed-unknown,47,,f0Er3|EY_pE|ElxkE|E2LTE|EyukE|DPkJC|EBsuE|EEGyE,
The Four Woods.s2m,kingmaker,9142,13,6017024,6811648,794624,mixed-unknown,47,,EXNIE|Ez4OE|DDOhD|E15oE|E23FE|E3d6E|E9yUE|E9yUEP,
The Four Woods.s2m,kingmaker,9142,14,6811648,9076736,2265088,mixed-unknown,47,,EUVRE|E_v3E|DPkJC|EXQtE|Efa1E|EffbE|DsKgD|DzkPC,
The Four Woods.s2m,kingmaker,9142,15,9076736,9338880,262144,mixed-unknown,35,,LogicLayer5,
The Four Woods.s2m,kingmaker,9142,16,9338880,9863168,524288,mixed-unknown,35,,ProximityLayer5,
The Four Woods.s2m,kingmaker,9142,17,9863168,9899452,36284,entities-and-systems,72,,Action|ActorAssetsE|BuildingAssetsD|ClusterL|CrowClanG|DeerClanG|LinkageLayer5|S2Clan,76x76:5
Three Bridges.s2m,kingmaker,11859,0,0,786432,786432,mixed-unknown,47,S2Game|Simulation|Floaters|Landscape,AC7ZRCD|Akqs|BD3MC|BEL4AN|BEL5|BENq5E|BKQrCSi|BSM1B,
Three Bridges.s2m,kingmaker,11859,1,786432,1187840,401408,binary-opaque,41,,,259x257:6|513x257:6|512x257:4|512x514:4|514x514:4|769x768:4
Three Bridges.s2m,kingmaker,11859,2,1187840,1548288,360448,grid-or-terrain,71,,,512x512:12
Three Bridges.s2m,kingmaker,11859,3,1548288,1843200,294912,binary-opaque,35,,,
Three Bridges.s2m,kingmaker,11859,4,1843200,2105344,262144,binary-opaque,35,,,
Three Bridges.s2m,kingmaker,11859,5,2105344,2268569,163225,entities-and-systems,68,,ActorHandler|Campaign|EnvironmentalSound|FlyHandler|S2ActorHandler|S2FlyHandler|WorldMgr,
Three Bridges.s2m,kingmaker,11859,6,2268569,4300800,2032231,environment-fx,82,FX_ENVIRONMENT_,FX_ENVIRONMENT_RIVER|FX_ENVIRONMENT_BIRDBUSY|FX_ENVIRONMENT_VILLAGELIFE|FX_ENVIRONMENT_WINDHEAVY|FX_ENVIRONMENT_MARSH|FX_ENVIRONMENT_INSECTS|ActorMgr|BuildingHandler,
Three Bridges.s2m,kingmaker,11859,7,4300800,4587520,286720,grid-or-terrain,83,,BiDiPathfinder|Camera|ClanMgr|EmitterMgr|Estate|EstateRails|Fire|Forest,255x255:4
Three Bridges.s2m,kingmaker,11859,8,4587520,4849664,262144,entities-and-systems,77,,Cfff|C33s|Bfff|A33s|B33s|ActorGroup|Afff|AutoPlacement,
Three Bridges.s2m,kingmaker,11859,9,4849664,5238784,389120,binary-opaque,35,,,
Three Bridges.s2m,kingmaker,11859,10,5238784,5525504,286720,entities-and-systems,77,,C2nhC|C7ZRC|D1SKD|D9PaD|DZqID|DangerLayer|DdhTD|DesirabilityLayer,
Three Bridges.s2m,kingmaker,11859,11,5525504,5918720,393216,mixed-unknown,47,,DdhTD|Dis_D|DB53D|Erd8E|H4Dd|JXCx|VDNh|wDuNBD,
Three Bridges.s2m,kingmaker,11859,12,5918720,6217728,299008,mixed-unknown,47,,D1SKD|D6FID|D9PaD|CQrAC|CY5gC|DUPkD|BEL5|BEL5q,
Three Bridges.s2m,kingmaker,11859,13,6217728,6635520,417792,mixed-unknown,47,,C5fiC|CgchC|DhJcD|E53LE|E5qyE|Erd8E|PUE1PUE|PUENPUE,
Three Bridges.s2m,kingmaker,11859,14,6635520,8843264,2207744,mixed-unknown,47,,Eu6FE|PUEZJUE|PUEZQUE|EIZDE|ErEy|GUER|NEIZDE|NUEuMUE,
Three Bridges.s2m,kingmaker,11859,15,8843264,9113600,270336,grid-or-terrain,72,,LinkageLayer|LogicLayer,1024x1024:1661
Three Bridges.s2m,kingmaker,11859,16,9113600,9637888,524288,grid-or-terrain,71,,ProximityLayer,1024x1024:41
Three Bridges.s2m,kingmaker,11859,17,9637888,9668887,30999,entities-and-systems,69,,ActorAssets|BuildingAssets|ClaimLayer|Cluster|S2Clan|SearchLayer|SpreadLayer|TempLayer,
